Bib,Name,Miles,KM,May 1,May 2,May 3,May 4,May 5,May 6,May 7,May 8,May 9,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31
2100,Dan Burstein,221.0,355.6,11,0,5,6,8,7,0,9,9,10,10,2,10,10,10,6,13,0,7,8,0,8,5,6,11,10,10,5,10,0,0
19253,Candace De Long,221.0,355.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,23,14,0,0,5,0,8,0,18,15,16
14211,Florian Brutter,220.9,355.6,9,10,12,7,0,8,8,9,7,9,6,8,8,0,0,10,14,5,0,7,7,0,22,9,0,8,0,8,5,0,14
5409,Amy Mueller,220.9,355.5,0,7,6,9,3,12,8,7,10,8,5,7,5,9,2,10,11,11,5,7,8,5,5,8,8,6,6,9,2,7,6
9946,Kelly Butler,220.9,355.5,5,10,6,5,7,5,8,7,8,7,8,6,3,6,10,7,6,8,4,5,6,5,5,6,9,8,4,8,7,7,4
3957,Tina Teagle,220.9,355.5,11,3,7,9,7,3,8,4,10,5,4,7,1,10,5,10,5,5,7,6,9,3,8,7,4,8,3,12,2,13,12
19362,Beth Gottlieb,220.9,355.5,2,5,5,5,12,9,13,3,6,9,3,7,0,8,3,6,6,5,6,7,8,9,11,8,7,14,8,7,8,9,9
17260,Rebekah Hunter,220.9,355.5,0,0,0,7,7,4,6,4,6,10,0,14,0,9,9,9,14,7,2,6,8,0,13,8,13,2,13,0,13,6,13
8879,Sarah Blanka,220.9,355.4,5,12,6,5,6,6,6,6,11,6,9,6,5,6,5,16,5,6,5,6,6,4,14,5,6,5,6,4,3,3,10
9772,Jeff Plain,220.8,355.4,10,20,0,0,0,0,6,8,6,7,4,5,6,5,3,7,12,4,5,5,3,8,18,7,10,5,6,5,7,7,9
11994,Bogdan Negrau,220.8,355.4,7,5,7,6,6,8,5,6,7,8,5,5,8,6,7,7,8,3,7,6,6,4,8,7,7,6,4,7,13,3,8
10832,Katy Price,220.8,355.4,5,5,2,13,14,17,22,5,26,16,1,10,10,5,0,0,1,0,1,6,0,0,20,0,1,0,2,14,0,0,0
14441,Blair Gilbert,220.8,355.3,0,18,10,7,6,9,1,9,14,5,5,8,4,3,8,11,16,9,4,4,5,3,9,6,5,0,5,0,4,9,11
3959,Annette Fiore,220.8,355.3,10,8,3,10,8,4,10,8,3,9,3,8,5,5,8,9,3,9,7,3,9,8,8,8,3,9,2,7,9,2,9
16419,Bill Hoffman,220.8,355.3,0,0,0,7,7,8,7,5,14,0,7,7,8,7,5,16,0,7,7,8,7,14,7,7,0,8,8,5,6,16,0
9731,Amy PeavySmith,220.8,355.3,8,6,7,6,12,11,1,26,4,5,7,5,2,7,7,11,5,7,4,6,5,5,8,4,8,5,7,7,3,9,5
7734,Christine Raimer,220.8,355.3,16,0,16,0,1,7,11,6,12,3,12,2,8,3,12,12,2,6,2,9,3,8,15,6,0,6,0,4,12,10,0
10182,Gareth Wilford,220.8,355.3,5,4,10,7,8,8,8,5,10,0,7,8,8,0,5,4,14,7,8,8,8,5,0,11,10,0,8,8,5,10,0
2763,Deby Auerbach-Brown,220.7,355.2,0,15,16,0,12,0,6,0,17,0,6,12,6,0,0,20,6,6,0,0,5,7,15,8,0,7,0,6,0,16,23
6117,Laurie Ridolph,220.7,355.2,11,8,13,2,6,6,7,5,10,3,6,9,6,6,9,8,4,6,6,3,3,9,7,7,7,7,5,5,5,8,4
5367,Daniel Katz,220.7,355.2,9,0,15,7,8,9,0,8,0,10,5,11,0,13,5,3,13,8,5,0,5,0,11,11,6,10,0,1,16,15,7
14189,Johan Johansson,220.7,355.2,0,10,9,0,10,6,4,0,5,14,4,3,3,9,4,37,3,0,4,0,7,4,17,0,0,12,0,9,5,12,12
5752,Rebecca Magson,220.7,355.2,10,6,4,10,8,8,7,7,7,6,9,9,10,13,7,5,8,8,5,9,0,9,0,11,3,4,0,5,8,10,6
1049,Brent Rogers,220.7,355.1,10,9,11,8,9,7,12,0,7,6,10,6,3,6,6,12,7,4,6,6,9,4,5,0,7,7,8,6,4,5,6
15593,Katherine Blum,220.7,355.1,0,0,11,7,6,8,5,4,5,9,6,6,6,6,6,8,6,8,9,0,8,7,8,7,7,11,6,6,7,6,8
2378,Jonathan Leggett,220.7,355.1,6,7,6,6,4,10,8,0,5,7,6,7,7,6,4,6,1,5,5,3,5,7,13,10,12,7,6,9,6,12,8
6261,Giles Warburton,220.7,355.1,0,6,13,4,6,0,6,0,8,15,5,8,9,5,0,7,13,5,8,9,6,0,7,12,5,8,9,6,0,9,12
18974,Carolyn OLeary,220.6,355.1,6,4,0,4,0,0,7,7,0,9,6,7,8,8,8,9,14,6,8,6,9,8,9,6,7,6,6,7,7,8,6
3968,Brent Collins,220.6,355.1,9,5,5,6,9,0,5,5,11,8,5,6,5,9,0,31,0,5,7,8,0,10,6,1,12,5,5,3,11,10,5
16406,Laura Liu,220.6,355.1,0,0,10,10,8,6,8,10,5,6,7,5,6,5,10,5,10,6,6,10,5,5,7,7,5,8,5,9,6,7,8
14712,Traci Cole,220.6,355.1,2,26,5,6,4,7,0,8,9,4,3,6,5,5,4,14,4,4,7,10,4,8,21,4,4,9,2,10,0,10,7
10789,Jesper Leander Lund,220.6,355.1,7,3,27,2,8,5,0,3,40,0,6,2,9,0,7,6,0,4,6,7,19,0,0,17,0,7,11,0,0,7,7
6947,Jay Whitefield,220.6,355.0,4,13,2,4,7,13,2,2,13,1,6,5,16,2,1,16,2,5,5,16,2,1,14,1,5,5,13,2,3,13,2
15506,Joe Rozak,220.6,355.0,3,5,13,3,7,4,7,10,5,4,7,7,4,3,16,4,3,7,6,3,17,4,3,7,9,6,6,3,3,3,15
11651,Sherene Sepehri,220.6,355.0,2,12,2,6,7,3,10,4,13,1,7,7,3,9,3,13,3,8,8,2,9,3,14,0,8,8,4,9,4,20,2
18269,Hendrik Joelsen,220.6,355.0,6,0,8,8,11,10,0,7,5,7,9,9,4,9,9,8,0,9,6,7,9,7,0,9,0,14,0,9,7,5,7
10505,Andrew Michael,220.6,355.0,3,18,4,5,2,8,6,2,10,6,3,8,2,6,2,26,3,5,6,7,4,5,11,12,5,6,4,5,5,13,3
3953,Cindi Shear,220.6,355.0,7,4,8,5,5,7,6,7,4,10,4,5,41,3,0,6,6,5,9,5,7,7,3,5,10,5,6,3,7,0,6
17084,Charlotte Payne,220.6,354.9,0,8,0,0,7,8,6,8,0,11,7,15,0,7,5,5,11,0,7,10,11,11,0,13,6,11,0,0,7,6,12
18602,Ying Ford,220.5,354.9,0,0,0,0,0,0,0,0,5,11,7,5,8,7,10,20,5,6,0,9,8,8,0,15,9,8,9,9,10,11,20
7395,Elizabeth Ryan,220.5,354.9,5,14,6,8,4,6,5,6,8,8,3,6,6,6,8,6,6,4,4,6,7,5,8,7,6,7,12,8,7,7,7
12536,Jarret Fisher,220.5,354.9,8,2,7,4,7,5,2,10,7,8,4,7,5,12,8,7,9,4,7,8,0,9,7,7,11,9,8,12,9,9,7
15181,Lynn Norton,220.5,354.9,5,11,4,6,6,12,6,6,11,8,4,5,6,4,4,8,11,2,5,7,5,5,10,6,6,5,4,6,5,9,9
1298,Victoria Stears,220.5,354.9,5,11,5,5,3,5,13,4,2,10,3,7,6,6,10,5,15,6,4,6,3,5,6,26,6,3,3,6,6,6,6
12935,Luke Rettele,220.5,354.8,8,5,11,6,7,0,8,8,7,8,5,6,10,7,9,5,8,0,9,10,7,6,13,0,3,5,6,7,6,7,5
3033,Ursula Drinko,220.5,354.8,12,15,12,5,10,8,11,5,11,10,7,3,7,2,4,2,6,6,2,7,10,1,9,4,2,5,6,1,3,14,8
5298,Jason Henderson,220.5,354.8,7,13,0,6,6,8,7,6,10,0,7,6,6,6,6,13,0,7,7,7,7,7,17,0,6,6,6,6,6,10,0
12225,Tony Pike,220.4,354.7,9,7,8,7,5,6,7,0,11,0,9,9,5,5,0,18,8,6,6,8,0,12,9,16,0,5,6,7,0,13,0
19338,Sue Clontz,220.4,354.7,6,6,6,7,6,6,6,7,6,6,6,6,5,6,6,6,6,8,7,8,7,8,8,7,8,6,6,6,6,7,6
8567,Bruce Thorpe,220.4,354.7,4,7,12,0,8,8,4,4,6,13,3,7,0,6,0,13,5,0,8,7,9,3,7,14,3,8,7,10,3,8,15
11857,Tippet Schober,220.4,354.7,6,6,6,5,8,8,3,7,6,8,4,8,8,7,6,3,8,5,6,5,8,6,5,8,3,7,5,6,14,5,8
11858,Hartley Schober,220.4,354.7,6,6,6,5,8,8,3,7,6,8,4,8,8,7,6,3,8,5,6,5,8,6,5,8,3,7,5,6,14,5,8
13689,Patricia Adler,220.4,354.7,0,14,6,5,7,6,6,13,6,0,5,5,5,0,0,30,6,6,6,0,5,6,10,7,6,6,6,6,13,3,7
10021,Sarah Carey,220.4,354.7,5,15,8,0,6,8,6,0,12,14,0,6,10,5,6,16,4,0,5,8,4,6,8,8,2,5,13,4,0,17,0
11183,Leslie Trail,220.4,354.7,5,5,5,8,8,6,6,5,6,5,6,7,7,6,5,6,6,7,6,7,7,6,7,6,5,9,9,8,7,6,7
6887,Cherish Thompson,220.4,354.7,10,3,3,10,6,16,5,10,6,2,5,3,14,3,3,0,8,10,0,16,6,0,8,6,9,3,18,4,9,3,3
16933,Carla Booker,220.4,354.6,4,0,5,5,5,6,6,6,6,7,9,6,6,7,7,8,6,6,10,8,6,7,8,7,7,7,8,8,7,6,7
484,John Lai,220.4,354.6,16,21,2,5,5,7,6,2,11,7,4,3,6,8,7,13,0,7,7,4,8,9,8,3,5,2,4,6,2,19,3
1078,John Cremers,220.3,354.6,5,12,5,2,10,7,10,5,0,11,7,9,10,0,0,0,6,15,5,5,11,0,0,17,7,10,5,11,5,4,7
6749,Victoria Bond,220.3,354.6,6,11,10,1,10,5,8,2,8,20,1,5,4,7,0,27,3,0,0,8,4,12,10,10,6,0,4,10,4,3,11
9636,Stacy Craver,220.3,354.6,0,12,6,0,7,5,7,2,14,6,0,7,3,6,0,8,2,0,8,5,9,0,17,7,3,8,7,11,6,20,11
17344,Art Byram,220.3,354.6,5,3,8,5,5,6,5,4,11,19,5,4,5,7,5,17,12,0,5,5,4,5,4,22,4,5,6,8,3,14,8
18296,Katherine Powell,220.3,354.5,0,0,0,0,0,0,0,6,11,8,6,9,7,8,0,13,10,13,9,12,10,3,12,12,6,3,8,5,8,12,6
9763,Heather Grooms,220.3,354.5,5,5,6,6,6,6,6,6,6,6,7,5,7,7,8,9,8,7,7,8,11,8,8,7,7,5,6,6,6,10,6
8141,Mike Benz,220.3,354.5,5,9,3,5,6,5,5,5,7,6,6,5,7,6,10,8,9,7,6,8,5,8,11,4,7,7,7,6,5,9,5
415,Jacob Shatzer,220.3,354.5,26,13,10,11,0,0,10,0,0,11,12,0,0,14,0,0,0,0,0,15,16,10,0,10,10,10,0,0,0,0,13
14632,Brian Burke,220.2,354.4,0,19,8,7,6,11,9,2,19,10,0,7,5,5,0,0,0,0,5,5,0,17,8,9,9,11,0,10,1,5,21
17929,Jeni Bepko,220.2,354.4,5,10,12,2,8,10,10,4,13,0,2,7,2,4,12,0,7,2,23,6,9,5,12,4,6,5,2,10,0,8,8
5714,Rob Priestman,220.2,354.4,3,14,17,15,1,14,2,0,22,0,0,0,0,0,0,17,15,1,10,0,0,0,4,11,8,0,15,8,6,4,11
10780,Jordi Blancafort,220.2,354.4,4,10,9,3,9,6,4,14,9,6,0,12,0,9,3,22,8,0,3,5,8,1,14,5,6,9,7,0,0,15,8
3649,michael shiels,220.2,354.4,9,6,4,8,6,8,9,7,5,0,10,10,7,0,9,6,3,9,0,10,6,0,4,11,7,6,10,2,11,10,11
5469,Christi Henn,220.2,354.4,7,5,7,6,7,4,10,4,8,5,8,4,9,7,6,8,8,5,8,6,4,5,5,9,3,7,8,7,8,8,6
9705,Tracy Langkilde,220.2,354.4,10,12,15,1,8,0,11,3,10,7,0,7,7,10,5,10,11,1,7,6,3,3,0,22,6,1,1,8,11,8,12
3321,George Sanders,220.2,354.4,12,10,4,6,8,5,6,8,6,6,13,10,6,5,6,4,5,6,6,4,11,10,4,5,7,5,5,7,4,4,0
14208,Andrew McLaughlin,220.2,354.4,6,7,15,6,7,5,6,5,6,12,6,6,7,6,7,5,5,8,5,8,5,6,5,6,7,5,6,6,6,5,12
14925,Mike Nadeau,220.2,354.4,0,10,10,1,7,7,7,6,14,5,0,7,10,8,6,12,9,3,10,3,0,0,10,11,5,7,10,0,5,15,4
14167,Danny Loental,220.2,354.3,0,8,20,8,0,0,9,2,21,10,0,6,8,13,4,0,0,9,0,0,6,0,26,8,0,0,9,5,30,0,0
5738,Darren Smith,220.2,354.3,6,3,8,2,22,0,0,8,5,9,0,2,1,6,13,5,3,10,2,8,7,11,6,4,10,6,8,8,8,10,7
14414,Monica Showers,220.2,354.3,0,3,3,5,4,0,0,6,9,16,0,0,0,6,0,14,5,40,0,0,10,0,10,7,11,7,8,0,0,14,25
12821,Carla Stewart,220.2,354.3,0,20,3,6,6,5,7,5,13,3,6,6,8,8,6,0,10,9,8,6,7,7,15,5,0,5,9,6,5,0,5
12840,Winfred Wu,220.2,354.3,3,6,13,6,7,10,6,7,0,13,6,6,6,11,7,0,16,7,6,10,0,6,13,5,0,7,10,15,0,6,12
14596,John Shelby,220.1,354.3,0,4,9,0,9,0,0,0,27,5,0,8,0,5,7,14,5,5,12,0,8,11,6,13,21,0,6,6,7,5,14
18413,Antonio Drazic,220.1,354.3,0,0,0,0,0,0,0,6,8,7,7,9,7,7,10,19,8,10,8,8,21,8,7,8,3,8,0,11,6,0,20
17295,Dana Cramer,220.1,354.2,0,0,0,4,8,7,0,0,0,0,50,7,6,5,6,0,23,0,0,12,0,13,0,0,27,3,0,11,0,22,0
2476,Eva Jones,220.1,354.2,5,5,6,6,6,7,6,6,7,7,7,2,9,12,7,7,7,7,5,6,5,5,3,7,4,7,6,7,4,5,16
10795,Tim Secker,220.1,354.2,6,6,6,10,0,0,0,13,13,6,14,0,9,13,10,0,6,10,12,11,0,0,19,11,0,9,0,0,0,0,6
17106,Autumn Duby,220.1,354.2,0,0,0,6,6,7,6,6,6,6,6,8,6,8,7,7,6,10,8,9,10,1,6,6,2,11,8,10,8,10,5
6435,Adam Kennedy,220.1,354.2,7,8,4,10,7,6,4,8,13,4,6,2,31,0,2,4,8,8,4,8,0,10,4,9,7,7,4,4,6,3,8
1072,Michael Lin,220.1,354.2,7,7,12,0,6,9,5,0,4,12,2,6,9,3,9,5,16,0,7,9,3,9,4,16,3,5,6,3,8,5,9
8914,Erica Jens,220.1,354.2,6,6,8,6,5,5,9,6,6,6,5,4,10,6,0,3,11,4,7,8,10,7,6,11,6,4,6,4,6,6,16
8304,Mary Deane Davis,220.1,354.2,5,40,5,0,5,10,5,0,23,7,7,0,0,0,0,55,0,0,0,0,3,6,0,25,10,0,10,0,0,0,3
5100,Shelley Cloutier,220.1,354.2,2,31,6,6,4,6,4,2,2,12,6,5,6,8,2,8,4,4,5,8,4,14,4,8,2,5,8,5,2,17,2
856,Vern Wagner,220.1,354.1,3,10,4,6,6,4,8,0,13,6,6,6,5,8,0,14,5,6,6,5,10,0,13,6,14,6,6,6,2,16,1
4804,Sean ONeil,220.1,354.1,7,11,7,0,0,16,0,20,0,14,0,0,0,17,0,14,5,0,21,9,0,0,23,0,0,0,0,9,0,10,10
13821,Eric Nicolaysen,220.0,354.1,4,16,2,11,7,5,6,2,17,3,8,7,4,5,15,11,1,7,4,8,16,0,9,0,2,5,8,1,0,0,17
10075,Heather Conley,220.0,354.1,6,9,10,2,7,7,10,2,9,9,5,7,7,9,0,6,12,9,6,2,7,6,8,4,10,8,3,4,9,8,12
6057,Joe Sperry,220.0,354.1,5,12,5,13,7,7,2,2,13,2,9,4,5,2,0,14,11,6,16,0,2,2,18,9,0,6,0,0,5,10,0
9984,Hollis Rudiger,220.0,354.1,2,8,2,12,8,7,2,10,13,12,5,10,5,3,0,7,0,7,9,6,3,0,9,10,12,6,2,0,9,0,7
2263,Romain Lheritier,220.0,354.1,0,10,9,4,6,7,7,2,16,7,3,9,10,0,0,7,11,0,9,6,7,0,13,8,9,10,0,10,4,14,9
2971,Mark Carroll,220.0,354.1,2,42,26,0,4,2,6,4,2,6,4,2,6,4,2,6,5,6,10,3,7,7,0,0,0,0,0,0,21,21,22
3840,Katy O'Callaghan,220.0,354.1,8,5,7,10,7,7,8,5,6,5,11,6,7,5,7,8,6,5,7,5,5,6,5,5,6,6,7,6,9,5,8
6434,Tyler Rusk,220.0,354.1,10,11,4,9,9,2,0,5,16,10,1,11,0,10,8,11,1,1,1,11,8,1,6,3,11,7,9,9,2,1,20
7935,Kenji Heilman,220.0,354.1,7,14,0,7,8,0,8,7,14,0,8,8,0,11,6,20,0,6,8,0,10,6,14,0,8,7,0,8,5,15,0
8149,Kristine Mylls,220.0,354.1,7,5,5,6,6,6,6,7,7,8,5,6,5,6,6,8,6,8,9,7,5,7,9,6,8,5,5,6,7,6,8
11146,Lynne Froling,220.0,354.1,0,1,14,0,8,6,8,4,17,7,0,9,9,7,0,17,3,0,9,11,7,6,14,6,0,8,12,7,8,7,17
14491,Brian Matthews,220.0,354.1,0,12,0,4,8,4,7,4,10,0,8,5,5,8,5,13,0,5,10,6,10,6,15,0,7,11,6,11,5,15,0
2634,Shaun Grenier,220.0,354.0,4,15,0,4,17,3,1,6,7,9,0,4,0,17,3,13,6,2,5,8,0,0,31,0,0,0,12,4,0,16,0
11038,Steffen Hamann,220.0,354.0,6,4,12,6,6,7,6,0,6,11,6,0,7,6,6,12,12,6,6,7,6,5,3,9,0,6,6,7,6,7,14
15551,Mary Butcher,220.0,354.0,0,0,14,5,6,6,4,3,11,6,4,5,6,4,4,15,6,7,7,4,11,7,8,7,7,6,6,6,4,14,8
5867,Greg Haenel,219.9,353.9,5,5,5,5,6,7,7,10,6,6,6,5,7,6,4,6,6,6,10,7,7,8,6,6,7,7,8,11,7,5,5
12108,Chris Ward,219.9,353.9,5,5,8,6,5,9,6,8,5,8,6,15,6,6,5,7,6,5,4,6,8,8,5,6,5,6,7,6,7,7,8
1051,Don Hodge,219.9,353.8,10,17,9,3,7,2,10,8,10,8,2,6,5,3,0,20,7,5,2,5,5,0,5,10,6,5,8,8,2,8,4
1052,Donna Hodge,219.9,353.8,10,17,9,2,7,2,10,8,11,8,2,6,5,3,0,20,7,5,2,5,5,0,5,10,6,5,8,8,2,8,4
16425,Kevin Marie,219.9,353.8,7,3,0,10,5,5,7,11,13,6,5,8,5,8,7,7,17,0,6,7,15,6,8,16,5,0,9,7,0,3,0
4882,Anki Nordgren,219.9,353.8,8,11,11,9,8,8,9,9,6,5,7,5,4,7,7,6,8,6,6,4,5,4,4,5,7,6,6,6,6,5,5
12443,Jo Hill,219.8,353.8,2,8,9,2,7,3,9,3,9,8,2,11,5,8,2,5,11,7,4,6,4,2,6,11,6,12,6,15,2,7,11
13333,SARA WALTER,219.8,353.7,0,3,3,0,6,3,5,5,5,6,5,6,6,6,6,6,6,6,6,7,6,6,9,8,7,13,8,8,9,11,7
1249,Mo Fraley,219.8,353.7,5,10,11,5,6,6,5,6,10,6,6,6,6,6,9,14,6,5,6,8,4,5,5,13,7,6,6,5,5,12,6
16714,Matthew Matevey,219.8,353.7,4,19,8,6,7,0,9,4,10,6,7,6,2,10,3,9,6,10,8,4,6,8,2,14,8,8,3,6,0,12,10
16708,Christine Hettel,219.7,353.6,0,0,0,19,0,10,7,21,7,11,1,9,6,0,0,0,10,4,9,12,8,3,10,15,5,6,7,3,7,15,14
14912,Susan Dixon,219.7,353.6,0,6,9,3,4,6,6,3,6,10,6,6,9,6,6,7,6,6,9,6,6,7,7,6,6,7,7,6,6,10,6
10483,Tina Rowles,219.7,353.6,0,13,6,6,0,8,6,2,15,8,6,0,7,6,4,16,6,0,7,5,6,0,16,8,10,5,3,9,0,16,7
11380,Amalendu Thakur,219.7,353.6,10,7,7,6,0,9,9,0,13,8,0,0,16,0,11,0,14,0,0,9,11,0,0,20,0,11,13,0,0,16,15
13334,Cathy Ginel,219.7,353.6,6,5,8,5,7,8,7,7,4,7,5,8,8,6,8,3,6,6,8,9,4,5,7,6,8,7,5,5,6,6,7
14775,Matthew Tupper,219.7,353.6,6,3,15,3,8,12,4,3,16,4,13,3,12,8,3,3,8,2,2,10,10,7,12,6,1,5,1,9,1,12,4
16403,Frederic Moget,219.7,353.6,0,0,7,0,8,6,7,7,8,6,0,9,7,0,10,9,14,0,10,5,14,0,8,19,0,9,13,0,20,0,0
14825,Mary Flinders,219.7,353.5,0,20,7,0,6,4,6,0,14,7,0,9,5,8,0,21,10,0,7,5,7,0,23,0,5,7,5,8,0,24,5
16518,Holly Batchelder,219.7,353.5,6,4,7,5,6,6,8,8,4,5,6,6,6,7,5,8,5,6,4,6,5,6,10,5,6,7,6,7,4,13,12
14540,Claudia Dodge,219.7,353.5,0,19,2,7,7,8,7,4,17,0,7,7,0,8,1,18,3,7,7,5,7,0,16,0,7,5,7,7,7,0,7
12674,Patty Dye,219.6,353.4,18,1,8,1,2,6,5,1,13,12,1,8,1,6,7,6,13,1,1,9,7,1,20,12,1,9,8,4,22,1,1
9444,Ian Temby,219.6,353.4,5,5,16,4,5,6,5,5,0,14,9,7,6,5,6,3,13,4,6,6,11,6,0,10,7,6,9,0,6,5,7
13377,Lindsay Finnerty,219.6,353.4,0,6,9,9,7,7,7,4,11,16,6,5,8,5,3,6,10,7,5,6,5,3,22,4,4,3,5,6,4,7,6
5177,Carilyn Booker,219.6,353.4,6,9,3,8,5,9,8,4,10,6,8,4,3,10,8,11,6,6,2,4,3,11,2,7,8,9,7,5,8,8,8
11722,Duncan MacBain,219.6,353.4,5,11,6,7,5,3,5,5,6,7,3,8,5,5,8,15,10,3,5,5,7,6,5,13,3,3,7,3,4,8,17
867,Meera Huffman,219.6,353.4,9,7,4,11,2,6,6,2,16,4,5,6,7,6,7,6,10,2,5,5,5,6,6,8,5,7,6,6,5,6,13
2695,Debbie Stevens,219.6,353.4,7,11,2,3,3,4,7,4,5,2,7,7,11,4,7,10,10,3,8,7,8,4,10,14,4,7,8,3,7,6,11
15607,Joelle Tomlinson,219.6,353.4,0,17,3,5,6,6,6,11,7,7,7,3,5,6,11,5,4,14,8,0,5,4,11,8,3,9,5,0,10,4,14
10882,Rick Carlson,219.6,353.3,5,6,8,4,7,0,8,6,10,5,4,7,0,8,6,9,11,4,8,0,9,4,14,6,14,9,0,9,6,11,5
6380,Kerry Bullen,219.5,353.3,6,10,0,6,6,6,8,8,12,0,6,6,7,8,10,4,0,8,8,10,10,0,15,0,13,6,9,6,0,0,9
6516,Nathan Woods,219.5,353.3,5,10,5,5,5,7,8,5,9,9,5,5,3,3,4,4,2,10,5,2,8,3,6,5,18,7,6,7,5,3,2
1727,Megan Maiser,219.5,353.3,6,8,9,5,6,0,6,10,10,4,6,6,6,5,5,9,2,3,6,3,6,5,10,12,16,6,11,8,4,0,12
6846,Katie Irvin,219.5,353.3,2,10,4,4,7,9,0,6,6,4,6,10,7,8,6,8,7,7,7,7,7,2,8,7,4,10,9,7,1,11,12
10007,Paul Berquam,219.5,353.3,3,16,11,1,6,9,7,5,19,11,1,8,1,0,0,0,0,4,6,8,8,5,15,10,0,8,0,8,5,16,11
14295,Susan Wilson,219.5,353.3,0,18,4,5,0,7,0,15,5,27,0,5,11,5,0,6,9,5,7,9,4,0,14,5,10,7,6,5,0,18,7
18193,Mercedes Acosta,219.5,353.3,8,9,0,8,5,0,9,9,10,8,6,6,6,4,6,6,5,6,4,0,7,7,11,15,8,5,9,10,0,11,7
2094,Rachel Eagleton,219.5,353.2,8,8,6,7,5,7,6,10,6,8,7,5,8,5,0,5,7,13,7,2,7,6,0,6,5,10,6,5,5,7,16
2246,Christina Ballesteros,219.5,353.2,0,21,10,0,6,0,11,0,13,13,0,7,18,0,7,1,0,3,8,2,12,0,24,10,3,6,3,5,0,14,10
4767,Line Pelletier,219.5,353.2,10,7,15,0,8,10,9,0,6,19,0,8,9,0,10,7,19,0,0,0,4,4,0,45,0,3,5,0,3,0,9
4196,Greg Bores,219.5,353.2,21,2,0,10,5,4,4,0,10,2,10,8,5,4,12,0,0,5,0,0,40,2,7,7,2,4,11,0,0,13,10
6610,Cory Wills,219.5,353.2,5,7,4,7,4,1,8,11,11,3,0,2,7,10,9,13,9,0,4,5,8,4,9,7,12,2,15,2,5,8,10
3111,Cate Mccormick,219.5,353.2,4,15,6,3,4,6,4,3,11,5,3,4,3,4,3,26,0,3,11,10,6,4,9,6,6,6,6,6,6,9,6
8399,Audrey Word,219.5,353.2,6,7,5,5,5,10,6,5,5,12,5,8,6,5,7,10,5,5,5,7,6,4,11,10,7,5,6,2,4,12,5
12635,Allison Leonard,219.5,353.2,8,8,9,8,8,13,8,9,9,5,3,5,10,16,9,3,5,10,6,6,6,6,8,2,10,4,8,1,7,6,8
11797,Kim Pierson,219.5,353.2,2,7,7,5,5,5,5,3,5,13,2,1,2,2,5,7,7,1,6,5,5,11,13,8,11,13,0,5,11,5,14
12922,Diana Kightlinger,219.4,353.2,5,5,6,6,5,4,0,7,6,9,7,5,5,6,6,6,10,6,6,7,8,6,7,10,13,6,10,9,11,5,10
12404,Stefanie Holmes,219.4,353.2,3,6,3,15,6,6,6,1,6,2,6,7,5,5,8,12,2,7,7,7,6,5,1,5,9,6,10,9,14,7,7
6660,Mary Clinch,219.4,353.1,7,5,6,6,6,5,5,5,6,6,5,6,5,5,7,2,14,6,6,10,0,9,5,7,9,8,7,7,0,14,12
15633,Andrea Jensen,219.4,353.1,0,5,10,12,1,6,6,5,5,12,10,5,10,7,4,11,6,0,10,5,5,9,5,0,13,5,8,0,6,6,8
11154,Suzanne Tufano,219.4,353.1,4,1,15,5,7,5,6,4,12,12,0,6,5,7,0,17,15,2,9,0,5,6,0,19,11,4,7,5,2,10,0
13959,Jennifer Baker,219.4,353.1,0,6,11,5,5,5,7,5,8,8,6,7,6,6,5,7,8,6,8,5,7,6,9,7,5,7,6,7,6,7,11
9791,Caroline Boulton,219.4,353.1,2,18,3,8,6,4,7,6,1,15,5,3,2,6,7,5,4,5,8,3,4,4,16,4,7,7,8,3,9,20,4
8393,Paula Jakopovic,219.4,353.0,5,14,3,0,5,0,6,13,10,0,6,5,7,0,15,11,0,7,7,5,1,20,10,5,7,6,7,0,13,9,3
3149,Beth Garrison,219.3,353.0,4,11,6,0,9,5,8,2,12,12,0,3,7,6,11,4,7,5,3,6,11,5,16,7,4,6,6,6,0,14,7
8458,Andrew Lengua,219.3,353.0,7,8,13,5,5,6,5,6,0,13,5,6,8,7,6,8,7,5,5,7,6,5,8,9,0,6,8,6,9,8,10
16400,Gladys Victoria Forney,219.3,352.9,0,0,7,5,8,6,11,0,8,11,6,4,6,0,12,4,10,6,12,6,6,0,11,13,10,2,11,4,7,0,12
5243,Piotr Buniewicz,219.3,352.9,7,8,5,4,11,5,4,6,7,5,5,8,6,5,8,9,26,0,6,0,8,5,4,4,8,8,4,5,4,10,10
13765,Helen Brailey,219.3,352.9,0,11,13,3,8,7,6,2,25,3,5,3,6,5,5,12,9,2,9,6,6,2,14,4,9,0,5,0,6,11,11
7934,Andrew Mann,219.3,352.9,6,5,6,6,6,5,7,5,10,5,5,6,7,5,5,14,5,6,6,5,6,7,12,5,5,5,5,5,6,12,5
8693,Nick ONeil,219.3,352.9,5,5,8,6,5,7,5,8,14,0,6,7,8,7,7,11,5,5,8,7,6,7,13,3,13,8,6,6,3,8,8
17493,Angela Johnson,219.3,352.9,5,14,0,4,7,4,5,8,14,7,7,4,6,0,8,23,6,4,6,6,8,0,15,0,9,0,5,6,0,17,15
